symbol,chembl_id,name,selectivity_class,max_phase,ontarget_ic50_q1,ontarget_n,gene_id,reason_included,lspci_id
SRC,CHEMBL601719,CRIZOTINIB,Poly-selective,4,670,6,6714,clinical,87732
SRC,CHEMBL1873475,IBRUTINIB,Other,4,180,3,6714,clinical,89596
SRC,CHEMBL1421,DASATINIB,Most selective,4,0.375,16,6714,clinical,96483
SRC,CHEMBL502835,NINTEDANIB,Poly-selective,4,156,4,6714,clinical,97329
SRC,CHEMBL1171837,PONATINIB,Most selective,4,2.75,3,6714,clinical,101419
SRC,CHEMBL450449,TRABECTEDIN,NA,4,208,1,6714,clinical,145361
SRMS,CHEMBL288441,BOSUTINIB,Unknown,4,100,1,6725,clinical,90932
SRMS,CHEMBL1721885,SU-014813,Semi-selective,2,62,2,6725,selectivity,94104
SRMS,CHEMBL1421,DASATINIB,Semi-selective,4,11.6,5,6725,selectivity,96483
SRPK1,CHEMBL535,SUNITINIB,Other,4,250,4,6732,clinical,81903
SRPK1,CHEMBL502835,NINTEDANIB,Unknown,4,37,1,6732,clinical,97329
SRPK1,CHEMBL1287853,FEDRATINIB,Unknown,4,160,1,6732,clinical,97675
SRPK1,CHEMBL608533,MIDOSTAURIN,Semi-selective,4,42,3,6732,selectivity,98595
SRPK2,CHEMBL535,SUNITINIB,Other,4,190,3,6733,clinical,81903
SRPK2,CHEMBL502835,NINTEDANIB,Unknown,4,36,1,6733,clinical,97329
SRPK2,CHEMBL1287853,FEDRATINIB,Unknown,4,100,1,6733,clinical,97675
SRPK2,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,330,3,6733,clinical,98595
STK3,CHEMBL535,SUNITINIB,Poly-selective,4,56,5,6788,clinical,81903
STK3,CHEMBL601719,CRIZOTINIB,Poly-selective,4,941,4,6788,clinical,87732
STK3,CHEMBL388978,STAUROSPORINE,Semi-selective,0,0.18,5,6788,selectivity,90319
STK3,CHEMBL502835,NINTEDANIB,Poly-selective,4,219,2,6788,clinical,97329
STK3,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,175,4,6788,clinical,98595
STK4,CHEMBL388978,STAUROSPORINE,Semi-selective,0,0.19,3,6789,selectivity,90319
STK4,CHEMBL288441,BOSUTINIB,Poly-selective,4,190,3,6789,clinical,90932
STK4,CHEMBL502835,NINTEDANIB,Poly-selective,4,49,2,6789,clinical,97329
STK4,CHEMBL608533,MIDOSTAURIN,Semi-selective,4,34.2,4,6789,clinical,98595
AURKA,CHEMBL1289926,AXITINIB,Semi-selective,4,58,4,6790,clinical,72090
AURKA,CHEMBL477772,PAZOPANIB,Poly-selective,4,964,5,6790,clinical,81652
AURKA,CHEMBL601719,CRIZOTINIB,Poly-selective,4,132,6,6790,clinical,87732
AURKA,CHEMBL3182444,MK-5108,Most selective,1,0.0595,4,6790,expert_opinion,94006
AURKA,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,120,5,6790,clinical,98595
AURKA,CHEMBL1983268,ENTRECTINIB,Poly-selective,4,242,4,6790,clinical,100587
AURKA,CHEMBL3301622,GILTERITINIB,Unknown,4,184,1,6790,clinical,101355
AURKA,CHEMBL2103830,FOSTAMATINIB,Unknown,4,300,1,6790,clinical,102458
STK10,CHEMBL553,ERLOTINIB,Most selective,4,19,5,6793,clinical,55022
STK10,CHEMBL477772,PAZOPANIB,Poly-selective,4,84,3,6793,clinical,81652
STK10,CHEMBL535,SUNITINIB,Poly-selective,4,19,5,6793,clinical,81903
STK10,CHEMBL24828,VANDETANIB,Semi-selective,4,81,5,6793,clinical,82962
STK10,CHEMBL1336,SORAFENIB,Semi-selective,4,142,6,6793,clinical,83706
STK10,CHEMBL1289601,LENVATINIB,Unknown,4,793,1,6793,clinical,85688
STK10,CHEMBL939,GEFITINIB,Poly-selective,4,470,4,6793,clinical,85883
STK10,CHEMBL601719,CRIZOTINIB,Poly-selective,4,739,2,6793,clinical,87732
STK10,CHEMBL288441,BOSUTINIB,Semi-selective,4,29.5,3,6793,clinical,90932
STK10,CHEMBL502835,NINTEDANIB,Poly-selective,4,271,2,6793,clinical,97329
STK10,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,590,4,6793,clinical,98595
STK10,CHEMBL3301622,GILTERITINIB,Unknown,4,149,1,6793,clinical,101355
STK10,CHEMBL180022,NERATINIB,Poly-selective,4,855,2,6793,clinical,103791
STK11,CHEMBL1287853,FEDRATINIB,Unknown,4,310,1,6794,clinical,97675
AURKC,CHEMBL553,ERLOTINIB,Poly-selective,4,600,2,6795,clinical,55022
AURKC,CHEMBL1289926,AXITINIB,Unknown,4,1.3,1,6795,clinical,72090
AURKC,CHEMBL477772,PAZOPANIB,Poly-selective,4,750,2,6795,clinical,81652
AURKC,CHEMBL535,SUNITINIB,Other,4,220,5,6795,clinical,81903
AURKC,CHEMBL1336,SORAFENIB,Poly-selective,4,210,3,6795,clinical,83706
AURKC,CHEMBL502835,NINTEDANIB,Unknown,4,190,1,6795,clinical,97329
AURKC,CHEMBL1287853,FEDRATINIB,Unknown,4,350,1,6795,clinical,97675
AURKC,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,170,3,6795,clinical,98595
SYK,CHEMBL601719,CRIZOTINIB,Poly-selective,4,949,4,6850,clinical,87732
SYK,CHEMBL288441,BOSUTINIB,Poly-selective,4,171,3,6850,clinical,90932
SYK,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,88,4,6850,clinical,98595
SYK,CHEMBL1983268,ENTRECTINIB,Poly-selective,4,815,3,6850,clinical,100587
MAP3K7,CHEMBL1789941,RUXOLITINIB,Unknown,4,730,1,6885,clinical,66153
MAP3K7,CHEMBL1336,SORAFENIB,Poly-selective,4,690,2,6885,clinical,83706
MAP3K7,CHEMBL603469,LESTAURTINIB,Semi-selective,3,2.9,2,6885,selectivity,84762
MAP3K7,CHEMBL288441,BOSUTINIB,Unknown,4,100,1,6885,clinical,90932
MAP3K7,CHEMBL502835,NINTEDANIB,Unknown,4,4.1,1,6885,clinical,97329
MAP3K7,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,130,2,6885,clinical,98595
TEC,CHEMBL1421,DASATINIB,Semi-selective,4,13,4,7006,selectivity,96483
TEC,CHEMBL3353410,OSIMERTINIB,Unknown,4,321,1,7006,clinical,99860
TEK,CHEMBL1289926,AXITINIB,Unknown,4,310,1,7010,clinical,72090
TEK,CHEMBL1336,SORAFENIB,Most selective,4,7.31,7,7010,clinical,83706
TEK,CHEMBL601719,CRIZOTINIB,Poly-selective,4,138,3,7010,clinical,87732
TESK1,CHEMBL1421,DASATINIB,Semi-selective,4,33,3,7016,selectivity,96483
TGFBR1,CHEMBL1421,DASATINIB,Poly-selective,4,230,3,7046,clinical,96483
TIE1,CHEMBL553,ERLOTINIB,Poly-selective,4,850,2,7075,clinical,55022
TIE1,CHEMBL1289926,AXITINIB,Unknown,4,97,1,7075,clinical,72090
TIE1,CHEMBL477772,PAZOPANIB,Poly-selective,4,700,2,7075,clinical,81652
TIE1,CHEMBL1336,SORAFENIB,Semi-selective,4,68,3,7075,clinical,83706
TIE1,CHEMBL601719,CRIZOTINIB,Unknown,4,110,1,7075,clinical,87732
TIE1,CHEMBL1287853,FEDRATINIB,Unknown,4,700,1,7075,clinical,97675
TIE1,CHEMBL180022,NERATINIB,Unknown,4,390,1,7075,clinical,103791
TTK,CHEMBL477772,PAZOPANIB,Poly-selective,4,150,3,7272,clinical,81652
TTK,CHEMBL189963,PALBOCICLIB,Other,4,55,1,7272,clinical,91464
TTK,CHEMBL1287853,FEDRATINIB,Unknown,4,450,1,7272,clinical,97675
TTK,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,350,3,7272,clinical,98595
TXK,CHEMBL601719,CRIZOTINIB,Unknown,4,850,1,7294,clinical,87732
TXK,CHEMBL1873475,IBRUTINIB,Unknown,4,3,1,7294,clinical,89596
TXK,CHEMBL502835,NINTEDANIB,Other,4,860,1,7294,clinical,97329
TYK2,CHEMBL1789941,RUXOLITINIB,Most selective,4,0.72,17,7297,clinical,66153
TYK2,CHEMBL2105759,BARICITINIB,Most selective,4,21.1,13,7297,clinical,76528
TYK2,CHEMBL535,SUNITINIB,Other,4,809,7,7297,clinical,81903
TYK2,CHEMBL502835,NINTEDANIB,Poly-selective,4,268,3,7297,clinical,97329
TYK2,CHEMBL1287853,FEDRATINIB,Poly-selective,4,118,4,7297,clinical,97675
TYK2,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,250,6,7297,clinical,98595
TYRO3,CHEMBL535,SUNITINIB,Poly-selective,4,49,4,7301,clinical,81903
TYRO3,CHEMBL24828,VANDETANIB,Semi-selective,4,85.5,4,7301,selectivity,82962
TYRO3,CHEMBL288441,BOSUTINIB,Unknown,4,61,1,7301,clinical,90932
VRK2,CHEMBL288441,BOSUTINIB,Other,4,710,1,7444,clinical,90932
WEE1,CHEMBL288441,BOSUTINIB,Other,4,294,3,7465,clinical,90932
WEE1,CHEMBL1287853,FEDRATINIB,Poly-selective,4,780,2,7465,clinical,97675
WEE1,CHEMBL214253,PD-407824,Semi-selective,0,97,5,7465,selectivity,408602
YES1,CHEMBL535,SUNITINIB,Poly-selective,4,120,5,7525,clinical,81903
YES1,CHEMBL24828,VANDETANIB,Poly-selective,4,120,4,7525,clinical,82962
YES1,CHEMBL1873475,IBRUTINIB,Semi-selective,4,6.5,3,7525,clinical,89596
YES1,CHEMBL288441,BOSUTINIB,Semi-selective,4,2.2,3,7525,clinical,90932
YES1,CHEMBL1421,DASATINIB,Most selective,4,0.45,8,7525,clinical,96483
YES1,CHEMBL502835,NINTEDANIB,Other,4,302,2,7525,clinical,97329
YES1,CHEMBL608533,MIDOSTAURIN,Other,4,950,4,7525,clinical,98595
YES1,CHEMBL3301622,GILTERITINIB,Unknown,4,445,1,7525,clinical,101355
YES1,CHEMBL1171837,PONATINIB,Unknown,4,218,1,7525,clinical,101419
MAP3K12,CHEMBL535,SUNITINIB,Unknown,4,100,1,7786,clinical,81903
MAP3K12,CHEMBL601719,CRIZOTINIB,Unknown,4,170,1,7786,clinical,87732
MAP3K12,CHEMBL288441,BOSUTINIB,Other,4,670,1,7786,clinical,90932
MAP3K12,CHEMBL502835,NINTEDANIB,Unknown,4,140,1,7786,clinical,97329
MAP3K12,CHEMBL180022,NERATINIB,Unknown,4,370,1,7786,clinical,103791
BRD3,CHEMBL2177300,GSK1324726A,Semi-selective,0,0.972,6,8019,selectivity,62208
BRD3,CHEMBL1957266,(-)-JQ1,Poly-selective,0,29.05,11,8019,expert_opinion,84708
CDC7,CHEMBL225519,PHA-767491,Semi-selective,0,10,5,8317,selectivity,26917
CDC7,CHEMBL504950,CHEMBL504950,Semi-selective,0,35.8,3,8317,selectivity,519972
PIP5K1A,CHEMBL502835,NINTEDANIB,Unknown,4,49,1,8394,clinical,97329
PIP5K1A,CHEMBL1287853,FEDRATINIB,Unknown,4,66,1,8394,clinical,97675
PIP5K1A,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,310,3,8394,clinical,98595
ULK1,CHEMBL2105759,BARICITINIB,Unknown,4,810,1,8408,clinical,76528
ULK1,CHEMBL2028663,DABRAFENIB,Unknown,4,188,1,8408,clinical,86423
STK24,CHEMBL535,SUNITINIB,Poly-selective,4,63,4,8428,clinical,81903
STK24,CHEMBL288441,BOSUTINIB,Semi-selective,4,14.4,3,8428,selectivity,90932
STK24,CHEMBL502835,NINTEDANIB,Unknown,4,110,1,8428,clinical,97329
STK24,CHEMBL3301622,GILTERITINIB,Unknown,4,230,1,8428,clinical,101355
STK24,CHEMBL180022,NERATINIB,Unknown,4,6.5,1,8428,clinical,103791
DYRK2,CHEMBL535,SUNITINIB,Other,4,680,2,8445,clinical,81903
MAP4K3,CHEMBL535,SUNITINIB,Poly-selective,4,180,4,8491,clinical,81903
MAP4K3,CHEMBL601719,CRIZOTINIB,Poly-selective,4,703,2,8491,clinical,87732
MAP4K3,CHEMBL288441,BOSUTINIB,Semi-selective,4,18.3,2,8491,selectivity,90932
MAP4K3,CHEMBL1421,DASATINIB,Other,4,640,3,8491,clinical,96483
MAP4K3,CHEMBL3301622,GILTERITINIB,Unknown,4,605,1,8491,clinical,101355
MAP4K3,CHEMBL180022,NERATINIB,Poly-selective,4,444,2,8491,clinical,103791
CAMK1,CHEMBL1789941,RUXOLITINIB,Unknown,4,470,1,8536,clinical,66153
CAMK1,CHEMBL535,SUNITINIB,Other,4,970,5,8536,clinical,81903
MAPKAPK5,CHEMBL226403,MK-2 Inhibitor III,Semi-selective,0,72,3,8550,selectivity,426411
MKNK1,CHEMBL553,ERLOTINIB,Poly-selective,4,690,2,8569,clinical,55022
MKNK1,CHEMBL24828,VANDETANIB,Poly-selective,4,360,2,8569,clinical,82962
MKNK1,CHEMBL1336,SORAFENIB,Poly-selective,4,230,3,8569,clinical,83706
MKNK1,CHEMBL939,GEFITINIB,Poly-selective,4,290,2,8569,clinical,85883
CASK,CHEMBL601719,CRIZOTINIB,Unknown,4,140,1,8573,clinical,87732
CASK,CHEMBL288441,BOSUTINIB,Other,4,830,1,8573,clinical,90932
STK16,CHEMBL477772,PAZOPANIB,Poly-selective,4,360,3,8576,clinical,81652
STK16,CHEMBL535,SUNITINIB,Other,4,250,6,8576,clinical,81903
STK16,CHEMBL3301610,ABEMACICLIB,Other,4,495,1,8576,clinical,94539
STK16,CHEMBL1287853,FEDRATINIB,Poly-selective,4,146,2,8576,clinical,97675
STK16,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,280,4,8576,clinical,98595
STK16,CHEMBL3301622,GILTERITINIB,Unknown,4,295,1,8576,clinical,101355
CDK13,CHEMBL3301610,ABEMACICLIB,Other,4,338,4,8621,clinical,94539
TNK1,CHEMBL553,ERLOTINIB,Poly-selective,4,630,3,8711,clinical,55022
TNK1,CHEMBL1289926,AXITINIB,Poly-selective,4,588,2,8711,clinical,72090
TNK1,CHEMBL2105759,BARICITINIB,Unknown,4,622,1,8711,clinical,76528
TNK1,CHEMBL221959,TOFACITINIB,Poly-selective,4,510,4,8711,clinical,78036
TNK1,CHEMBL535,SUNITINIB,Other,4,680,4,8711,clinical,81903
TNK1,CHEMBL2028663,DABRAFENIB,Unknown,4,66,1,8711,clinical,86423
TNK1,CHEMBL2403108,CERITINIB,Unknown,4,27,1,8711,clinical,100141
TNK1,CHEMBL3301622,GILTERITINIB,Unknown,4,39,1,8711,clinical,101355
TNK1,CHEMBL1171837,PONATINIB,Unknown,4,84,1,8711,clinical,101419
TNK1,CHEMBL2103830,FOSTAMATINIB,Unknown,4,160,1,8711,clinical,102458
RIPK1,CHEMBL477772,PAZOPANIB,Poly-selective,4,260,2,8737,clinical,81652
RIPK1,CHEMBL535,SUNITINIB,Other,4,370,3,8737,clinical,81903
RIPK1,CHEMBL572878,TOZASERTIB,Semi-selective,2,20,4,8737,selectivity,89595
RIPK1,CHEMBL502835,NINTEDANIB,Unknown,4,240,1,8737,clinical,97329
RIPK1,CHEMBL3785703,GSK481,Unknown,0,1.2,3,8737,expert_opinion,1548239
RIPK2,CHEMBL553,ERLOTINIB,Poly-selective,4,612,4,8767,clinical,55022
RIPK2,CHEMBL2105717,CABOZANTINIB,Unknown,4,767,1,8767,clinical,66990
RIPK2,CHEMBL477772,PAZOPANIB,Poly-selective,4,580,3,8767,clinical,81652
RIPK2,CHEMBL1289601,LENVATINIB,Unknown,4,11,1,8767,clinical,85688
RIPK2,CHEMBL1289494,TIVOZANIB,Unknown,4,801,1,8767,clinical,85818
RIPK2,CHEMBL939,GEFITINIB,Poly-selective,4,530,4,8767,clinical,85883
RIPK2,CHEMBL2028663,DABRAFENIB,Unknown,4,106,1,8767,clinical,86423
RIPK2,CHEMBL1229517,VEMURAFENIB,Unknown,4,427,1,8767,clinical,88284
RIPK2,CHEMBL1873475,IBRUTINIB,Unknown,4,57,1,8767,clinical,89596
RIPK2,CHEMBL1946170,REGORAFENIB,Unknown,4,767,1,8767,clinical,89597
RIPK2,CHEMBL2110732,DACOMITINIB,Unknown,4,988,1,8767,clinical,96019
RIPK2,CHEMBL1421,DASATINIB,Semi-selective,4,28.2,4,8767,clinical,96483
RIPK2,CHEMBL3301612,ENCORAFENIB,Unknown,4,323,1,8767,clinical,98319
RIPK2,CHEMBL3301622,GILTERITINIB,Unknown,4,482,1,8767,clinical,101355
RIPK2,CHEMBL1171837,PONATINIB,Unknown,4,83,1,8767,clinical,101419
RIOK3,CHEMBL502835,NINTEDANIB,Unknown,4,36,1,8780,clinical,97329
RIOK3,CHEMBL1287853,FEDRATINIB,Unknown,4,91,1,8780,clinical,97675
RIOK3,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,420,3,8780,clinical,98595
PRPF4B,CHEMBL535,SUNITINIB,Other,4,390,1,8899,clinical,81903
PRPF4B,CHEMBL502835,NINTEDANIB,Unknown,4,8.4,1,8899,clinical,97329
PRPF4B,CHEMBL1287853,FEDRATINIB,Unknown,4,390,1,8899,clinical,97675
PRPF4B,CHEMBL608533,MIDOSTAURIN,Unknown,4,55,1,8899,clinical,98595
RPS6KA4,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,475,7,8986,clinical,98595
CDKL2,CHEMBL1289926,AXITINIB,Unknown,4,530,1,8999,clinical,72090
BRSK2,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,650,3,9024,clinical,98595
PKMYT1,CHEMBL288441,BOSUTINIB,Other,4,304,5,9088,clinical,90932
LATS1,CHEMBL535,SUNITINIB,Other,4,630,4,9113,clinical,81903
LATS1,CHEMBL3301622,GILTERITINIB,Unknown,4,221,1,9113,clinical,101355
DYRK1B,CHEMBL428690,ALVOCIDIB,Semi-selective,3,84,3,9149,selectivity,78621
DYRK1B,CHEMBL189963,PALBOCICLIB,Other,4,100,3,9149,clinical,91464
DYRK1B,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,330,3,9149,clinical,98595
MAP3K13,CHEMBL601719,CRIZOTINIB,Unknown,4,230,1,9175,clinical,87732
MAP3K13,CHEMBL288441,BOSUTINIB,Other,4,480,1,9175,clinical,90932
MAP3K13,CHEMBL502835,NINTEDANIB,Unknown,4,140,1,9175,clinical,97329
MAP3K13,CHEMBL1287853,FEDRATINIB,Unknown,4,590,1,9175,clinical,97675
MAP3K13,CHEMBL180022,NERATINIB,Unknown,4,740,1,9175,clinical,103791
DCLK1,CHEMBL1789941,RUXOLITINIB,Unknown,4,68,1,9201,clinical,66153
DCLK1,CHEMBL535,SUNITINIB,Other,4,370,4,9201,clinical,81903
DCLK1,CHEMBL601719,CRIZOTINIB,Poly-selective,4,644,2,9201,clinical,87732
DCLK1,CHEMBL502835,NINTEDANIB,Other,4,540,1,9201,clinical,97329
DCLK1,CHEMBL1287853,FEDRATINIB,Unknown,4,190,1,9201,clinical,97675
AURKB,CHEMBL1289926,AXITINIB,Most selective,4,9.47,3,9212,clinical,72090
AURKB,CHEMBL535,SUNITINIB,Other,4,380,6,9212,clinical,81903
AURKB,CHEMBL1336,SORAFENIB,Poly-selective,4,440,6,9212,clinical,83706
AURKB,CHEMBL601719,CRIZOTINIB,Semi-selective,4,50.1,5,9212,clinical,87732
AURKB,CHEMBL502835,NINTEDANIB,Other,4,560,2,9212,clinical,97329
AURKB,CHEMBL1287853,FEDRATINIB,Poly-selective,4,949,2,9212,clinical,97675
AURKB,CHEMBL608533,MIDOSTAURIN,Semi-selective,4,62,4,9212,clinical,98595
AURKB,CHEMBL1983268,ENTRECTINIB,Poly-selective,4,558,4,9212,clinical,100587
RPS6KA5,CHEMBL1956071,SB-7720770B,Semi-selective,0,5.75,2,9252,selectivity,78470
RPS6KA5,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,485,7,9252,clinical,98595
MAPKAPK2,CHEMBL1289601,LENVATINIB,Unknown,4,63,1,9261,clinical,85688
MAPKAPK2,CHEMBL1946170,REGORAFENIB,Unknown,4,682,1,9261,clinical,89597
MAPKAPK2,CHEMBL1171837,PONATINIB,Unknown,4,468,1,9261,clinical,101419
STK17B,CHEMBL535,SUNITINIB,Poly-selective,4,110,5,9262,clinical,81903
STK17B,CHEMBL502835,NINTEDANIB,Other,4,670,1,9262,clinical,97329
STK17B,CHEMBL1287853,FEDRATINIB,Unknown,4,45,1,9262,clinical,97675
STK17A,CHEMBL603469,LESTAURTINIB,Semi-selective,3,3.4,2,9263,selectivity,84762
STK17A,CHEMBL502835,NINTEDANIB,Unknown,4,110,1,9263,clinical,97329
STK17A,CHEMBL1287853,FEDRATINIB,Unknown,4,610,1,9263,clinical,97675
STK17A,CHEMBL180022,NERATINIB,Unknown,4,340,1,9263,clinical,103791
MAP4K4,CHEMBL1289926,AXITINIB,Poly-selective,4,254,3,9448,clinical,72090
MAP4K4,CHEMBL535,SUNITINIB,Poly-selective,4,140,5,9448,clinical,81903
MAP4K4,CHEMBL502835,NINTEDANIB,Other,4,456,2,9448,clinical,97329
MAP4K4,CHEMBL103667,DORAMAPIMOD,Semi-selective,2,90,3,9448,selectivity,97590
MAP4K4,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,650,4,9448,clinical,98595
MAP4K4,CHEMBL3301622,GILTERITINIB,Unknown,4,202,1,9448,clinical,101355
MAP4K4,CHEMBL1171837,PONATINIB,Unknown,4,307,1,9448,clinical,101419
MAP4K4,CHEMBL180022,NERATINIB,Poly-selective,4,537,2,9448,clinical,103791
MAP4K4,CHEMBL1982660,A 1070722,Semi-selective,0,63.1,2,9448,selectivity,1086103
ROCK2,CHEMBL2105759,BARICITINIB,Unknown,4,756,1,9475,clinical,76528
ROCK2,CHEMBL221959,TOFACITINIB,Poly-selective,4,420,5,9475,clinical,78036
ROCK2,CHEMBL535,SUNITINIB,Poly-selective,4,140,4,9475,clinical,81903
ROCK2,CHEMBL189963,PALBOCICLIB,Other,4,126,3,9475,clinical,91464
IKBKE,CHEMBL535,SUNITINIB,Other,4,620,5,9641,clinical,81903
IKBKE,CHEMBL373751,GSK-319347A,Semi-selective,0,39.8,3,9641,selectivity,83331
IKBKE,CHEMBL601719,CRIZOTINIB,Poly-selective,4,658,4,9641,clinical,87732
IKBKE,CHEMBL288441,BOSUTINIB,Poly-selective,4,249,2,9641,clinical,90932
IKBKE,CHEMBL502835,NINTEDANIB,Poly-selective,4,171,2,9641,clinical,97329
IKBKE,CHEMBL1287853,FEDRATINIB,Poly-selective,4,836,2,9641,clinical,97675
IKBKE,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,160,4,9641,clinical,98595
ULK2,CHEMBL1789941,RUXOLITINIB,Unknown,4,190,1,9706,clinical,66153
ULK2,CHEMBL535,SUNITINIB,Semi-selective,4,13,2,9706,selectivity,81903
ULK2,CHEMBL288441,BOSUTINIB,Other,4,450,1,9706,clinical,90932
ULK2,CHEMBL502835,NINTEDANIB,Other,4,380,1,9706,clinical,97329
ULK2,CHEMBL1287853,FEDRATINIB,Unknown,4,79,1,9706,clinical,97675
SLK,CHEMBL553,ERLOTINIB,Semi-selective,4,26,5,9748,clinical,55022
SLK,CHEMBL1289926,AXITINIB,Poly-selective,4,626,3,9748,clinical,72090
SLK,CHEMBL535,SUNITINIB,Poly-selective,4,56,7,9748,clinical,81903
SLK,CHEMBL24828,VANDETANIB,Semi-selective,4,95,4,9748,clinical,82962
SLK,CHEMBL939,GEFITINIB,Poly-selective,4,529,6,9748,clinical,85883
SLK,CHEMBL601719,CRIZOTINIB,Semi-selective,4,28.2,4,9748,clinical,87732
SLK,CHEMBL288441,BOSUTINIB,Poly-selective,4,222,2,9748,clinical,90932
SLK,CHEMBL1421,DASATINIB,Other,4,698,4,9748,clinical,96483
SLK,CHEMBL502835,NINTEDANIB,Other,4,992,2,9748,clinical,97329
SLK,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,220,4,9748,clinical,98595
SLK,CHEMBL3301622,GILTERITINIB,Unknown,4,68,1,9748,clinical,101355
SLK,CHEMBL180022,NERATINIB,Poly-selective,4,310,2,9748,clinical,103791
MELK,CHEMBL535,SUNITINIB,Other,4,350,5,9833,clinical,81903
MELK,CHEMBL502835,NINTEDANIB,Semi-selective,4,16.9,2,9833,selectivity,97329
MELK,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,280,4,9833,clinical,98595
TLK1,CHEMBL535,SUNITINIB,Other,4,740,3,9874,clinical,81903
TLK1,CHEMBL288441,BOSUTINIB,Other,4,570,1,9874,clinical,90932
NUAK1,CHEMBL502835,NINTEDANIB,Unknown,4,160,1,9891,clinical,97329
NUAK1,CHEMBL1287853,FEDRATINIB,Unknown,4,34,1,9891,clinical,97675
NUAK1,CHEMBL608533,MIDOSTAURIN,Semi-selective,4,41,3,9891,selectivity,98595
OXSR1,CHEMBL535,SUNITINIB,Other,4,530,2,9943,clinical,81903
SGK2,CHEMBL535,SUNITINIB,Other,4,316,1,10110,clinical,81903
HIPK3,CHEMBL502835,NINTEDANIB,Other,4,850,1,10114,clinical,97329
TNK2,CHEMBL1789941,RUXOLITINIB,Poly-selective,4,170,4,10188,clinical,66153
TNK2,CHEMBL601719,CRIZOTINIB,Poly-selective,4,670,4,10188,clinical,87732
TNK2,CHEMBL288441,BOSUTINIB,Semi-selective,4,2.7,4,10188,selectivity,90932
TNK2,CHEMBL3286830,LORLATINIB,Other,4,17,1,10188,clinical,91467
TNK2,CHEMBL1421,DASATINIB,Semi-selective,4,5.6,5,10188,selectivity,96483
TNK2,CHEMBL1287853,FEDRATINIB,Poly-selective,4,403,2,10188,clinical,97675
TNK2,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,120,3,10188,clinical,98595
TNK2,CHEMBL2403108,CERITINIB,Unknown,4,929,1,10188,clinical,100141
TNK2,CHEMBL1983268,ENTRECTINIB,Semi-selective,4,50.8,3,10188,clinical,100587
MERTK,CHEMBL535,SUNITINIB,Poly-selective,4,26,3,10461,clinical,81903
MERTK,CHEMBL601719,CRIZOTINIB,Semi-selective,4,27.7,2,10461,selectivity,87732
MERTK,CHEMBL288441,BOSUTINIB,Unknown,4,110,1,10461,clinical,90932
MERTK,CHEMBL502835,NINTEDANIB,Unknown,4,8.5,1,10461,clinical,97329
MERTK,CHEMBL1287853,FEDRATINIB,Unknown,4,820,1,10461,clinical,97675
MERTK,CHEMBL180022,NERATINIB,Unknown,4,400,1,10461,clinical,103791
STK25,CHEMBL535,SUNITINIB,Other,4,290,3,10494,clinical,81903
STK25,CHEMBL288441,BOSUTINIB,Other,4,900,1,10494,clinical,90932
STK25,CHEMBL180022,NERATINIB,Unknown,4,12,1,10494,clinical,103791
CAMKK2,CHEMBL388978,STAUROSPORINE,Semi-selective,0,0.132,4,10645,selectivity,90319
CAMKK2,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,73,4,10645,clinical,98595
PLK4,CHEMBL477772,PAZOPANIB,Poly-selective,4,290,3,10733,clinical,81652
PLK4,CHEMBL535,SUNITINIB,Other,4,190,7,10733,clinical,81903
PLK4,CHEMBL24828,VANDETANIB,Poly-selective,4,620,4,10733,clinical,82962
PLK4,CHEMBL2028663,DABRAFENIB,Unknown,4,520,1,10733,clinical,86423
PLK4,CHEMBL601719,CRIZOTINIB,Semi-selective,4,55,4,10733,clinical,87732
PLK4,CHEMBL572878,TOZASERTIB,Semi-selective,2,9.2,7,10733,selectivity,89595
PLK4,CHEMBL1287853,FEDRATINIB,Poly-selective,4,560,2,10733,clinical,97675
PLK4,CHEMBL608533,MIDOSTAURIN,Semi-selective,4,66,4,10733,clinical,98595
PLK4,CHEMBL3301622,GILTERITINIB,Unknown,4,18,1,10733,clinical,101355
PLK4,CHEMBL2103830,FOSTAMATINIB,Unknown,4,570,1,10733,clinical,102458
MAP3K2,CHEMBL288441,BOSUTINIB,Poly-selective,4,185,2,10746,clinical,90932
